N-NUMBER,NAME,MFR MDL CODE,STATE,YEAR MFR
2142U,UNITED AIRLINES INC,1385256,IL,2017
214AK,ALASKA AIRLINES INC,138488H,WA,2019
214HA,HAWAIIAN AIRLINES INC,3930910,HI,2018
214NN,AMERICAN AIRLINES INC,3260415,TX,2015
214UA,UNITED AIRLINES INC,1385219,IL,2000
214WN,SOUTHWEST AIRLINES CO,1384404,TX,2005
215AK,ALASKA AIRLINES INC,138488H,WA,2019
215HA,HAWAIIAN AIRLINES INC,3930910,HI,2018
215NN,AMERICAN AIRLINES INC,3260415,TX,2015
215UA,UNITED AIRLINES INC,1385219,IL,2000
215WN,SOUTHWEST AIRLINES CO,1384404,TX,2005
216HA,HAWAIIAN AIRLINES INC,3930910,HI,2018
216NN,AMERICAN AIRLINES INC,3260415,TX,2015
216UA,UNITED AIRLINES INC,1385219,IL,2000
216WR,SOUTHWEST AIRLINES CO,1384404,TX,2005
21723,UNITED AIRLINES INC,13844BY,IL,1999
217HA,HAWAIIAN AIRLINES INC,3930910,HI,2018
217JC,SOUTHWEST AIRLINES CO,1384404,TX,2005
217JQ,DELTA AIR LINES INC,3260121,GA,2007
217NN,AMERICAN AIRLINES INC,3260415,TX,2015
217UA,UNITED AIRLINES INC,1385219,IL,2000
218HA,HAWAIIAN AIRLINES INC,3930910,HI,2019
218JQ,DELTA AIR LINES INC,3260121,GA,2007
218NN,AMERICAN AIRLINES INC,3260415,TX,2015
218UA,UNITED AIRLINES INC,1385219,IL,2001
218WN,SOUTHWEST AIRLINES CO,1384404,TX,2005
219NN,AMERICAN AIRLINES INC,3260415,TX,2015
219UA,UNITED AIRLINES INC,1385219,IL,2001
219WN,SOUTHWEST AIRLINES CO,1384404,TX,2005
219YX,DELTA AIR LINES INC,3260121,GA,2007
220HA,HAWAIIAN AIRLINES INC,3930910,HI,2019
220JQ,DELTA AIR LINES INC,3260410,GA,2007
220NN,AMERICAN AIRLINES INC,3260410,TX,2015
220UA,UNITED AIRLINES INC,1385219,IL,2001
220WN,SOUTHWEST AIRLINES CO,1384404,TX,2005
221JQ,DELTA AIR LINES INC,3260410,GA,2007
221NN,AMERICAN AIRLINES INC,3260415,TX,2015
221UA,UNITED AIRLINES INC,1385219,IL,2001
221WN,SOUTHWEST AIRLINES CO,1384404,TX,2005
222JQ,DELTA AIR LINES INC,3260121,GA,2007
222NS,AMERICAN AIRLINES INC,3260410,TX,2015
222UA,UNITED AIRLINES INC,1385219,IL,2001
222WN,SOUTHWEST AIRLINES CO,1384404,TX,2005
223HA,HAWAIIAN AIRLINES INC,3930910,HI,2019
223JQ,DELTA AIR LINES INC,3260121,GA,2008
223NN,AMERICAN AIRLINES INC,3260415,TX,2015
2243U,UNITED AIRLINES INC,1385256,IL,2017
224AK,ALASKA AIRLINES INC,13848CE,WA,2016
224JQ,DELTA AIR LINES INC,3260121,GA,2008
224NN,AMERICAN AIRLINES INC,3260415,TX,2016
224UA,UNITED AIRLINES INC,1385219,IL,2001
224WN,SOUTHWEST AIRLINES CO,1384404,TX,2005
2250U,UNITED AIRLINES INC,1385256,IL,2019
2251U,UNITED AIRLINES INC,1385256,IL,2020
225JQ,DELTA AIR LINES INC,3260410,GA,2008
225NN,AMERICAN AIRLINES INC,3260415,TX,2016
225UA,UNITED AIRLINES INC,1385219,IL,2001
225WN,SOUTHWEST AIRLINES CO,1384404,TX,2005
226HA,HAWAIIAN AIRLINES INC,3930910,HI,2019
226JQ,DELTA AIR LINES INC,3260410,GA,2008
226NN,AMERICAN AIRLINES INC,3260415,TX,2016
226UA,UNITED AIRLINES INC,1385219,IL,2002
226WN,SOUTHWEST AIRLINES CO,1384404,TX,2005
227JQ,DELTA AIR LINES INC,3260410,GA,2008
227NN,AMERICAN AIRLINES INC,3260415,TX,2016
227UA,UNITED AIRLINES INC,1385219,IL,2002
227WN,SOUTHWEST AIRLINES CO,1384404,TX,2005
228HA,HAWAIIAN AIRLINES INC,3930910,HI,2019
228JQ,DELTA AIR LINES INC,3260410,GA,2008
228NN,AMERICAN AIRLINES INC,3260415,TX,2016
228PQ,DELTA AIR LINES INC,1390016,GA,2009
228UA,UNITED AIRLINES INC,1385219,IL,2002
228WN,SOUTHWEST AIRLINES CO,1384404,TX,2005
22992,UNITED AIRLINES INC,1385609,IL,2025
22995,UNITED AIRLINES INC,1385609,IL,2025
229JQ,DELTA AIR LINES INC,3260121,GA,2008
229NN,AMERICAN AIRLINES INC,3260415,TX,2016
229UA,UNITED AIRLINES INC,1385219,IL,2002
229WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
230JQ,DELTA AIR LINES INC,3260121,GA,2008
230NN,AMERICAN AIRLINES INC,3260415,TX,2016
23139,UNITED AIRLINES INC,3260214,IL,2003
231AN,AMERICAN AIRLINES INC,3260415,TX,2016
231JQ,DELTA AIR LINES INC,3260121,GA,2008
231WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
232JQ,DELTA AIR LINES INC,3260121,GA,2008
232NN,AMERICAN AIRLINES INC,3260410,TX,2016
232PQ,DELTA AIR LINES INC,1390016,GA,2009
232WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
2331U,UNITED AIRLINES INC,1385256,IL,2016
2332U,UNITED AIRLINES INC,1385256,IL,2016
2333U,UNITED AIRLINES INC,1385256,IL,2017
233JQ,DELTA AIR LINES INC,3260121,GA,2008
233LV,SOUTHWEST AIRLINES CO,1384404,TX,2006
233NN,AMERICAN AIRLINES INC,3260410,TX,2016
2341U,UNITED AIRLINES INC,1385256,IL,2017
234JQ,DELTA AIR LINES INC,3260121,GA,2008
234JW,AMERICAN AIRLINES INC,3260415,TX,2016
234WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
2352U,UNITED AIRLINES INC,1385256,IL,2020
235JQ,DELTA AIR LINES INC,3260410,GA,2008
235NN,AMERICAN AIRLINES INC,3260415,TX,2016
235WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
236AK,ALASKA AIRLINES INC,13848CE,WA,2016
236JQ,DELTA AIR LINES INC,3260121,GA,2008
236NN,AMERICAN AIRLINES INC,3260415,TX,2016
236WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
23707,UNITED AIRLINES INC,13844BY,IL,1998
23708,UNITED AIRLINES INC,13844BY,IL,1998
23721,UNITED AIRLINES INC,13844BY,IL,1999
237AK,ALASKA AIRLINES INC,13848CE,WA,2016
237JQ,DELTA AIR LINES INC,3260121,GA,2008
237NN,AMERICAN AIRLINES INC,3260415,TX,2016
237WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
238AK,ALASKA AIRLINES INC,13848CE,WA,2016
238JQ,DELTA AIR LINES INC,3260121,GA,2008
238NN,AMERICAN AIRLINES INC,3260415,TX,2016
238WN,SOUTHWEST AIRLINES CO,1384404,TX,2005
23983,UNITED AIRLINES INC,1385609,IL,2020
23994,UNITED AIRLINES INC,1385609,IL,2025
239JQ,DELTA AIR LINES INC,3260121,GA,2008
239NN,AMERICAN AIRLINES INC,3260415,TX,2016
239WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
240JQ,DELTA AIR LINES INC,3260121,GA,2008
240NN,AMERICAN AIRLINES INC,3260415,TX,2016
240WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
24103,UNITED AIRLINES INC,3260214,IL,2002
24128,UNITED AIRLINES INC,3260214,IL,2003
241JQ,DELTA AIR LINES INC,3260121,GA,2008
241NN,AMERICAN AIRLINES INC,3260415,TX,2016
241WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
24202,UNITED AIRLINES INC,13844BZ,IL,2000
24211,UNITED AIRLINES INC,13844BZ,IL,1998
24212,UNITED AIRLINES INC,13844BZ,IL,1998
24224,UNITED AIRLINES INC,13844BZ,IL,1998
242JQ,DELTA AIR LINES INC,3260121,GA,2008
242NN,AMERICAN AIRLINES INC,3260415,TX,2016
242WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
243JQ,DELTA AIR LINES INC,3260121,GA,2008
243NN,AMERICAN AIRLINES INC,3260415,TX,2016
243WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
244JQ,DELTA AIR LINES INC,3260121,GA,2008
244NN,AMERICAN AIRLINES INC,3260415,TX,2016
244WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
24505,UNITED AIRLINES INC,3930916,IL,2023
24508,UNITED AIRLINES INC,3930916,IL,2024
24510,UNITED AIRLINES INC,3930916,IL,2024
24513,UNITED AIRLINES INC,3930916,IL,2024
24514,UNITED AIRLINES INC,3930915,IL,2024
24516,UNITED AIRLINES INC,3930916,IL,2024
24519,UNITED AIRLINES INC,3930916,IL,2024
24526,UNITED AIRLINES INC,3930916,IL,2024
24537,UNITED AIRLINES INC,3930916,IL,2025
245JQ,DELTA AIR LINES INC,3260121,GA,2008
245NN,AMERICAN AIRLINES INC,3260415,TX,2016
245WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
246JQ,DELTA AIR LINES INC,3260121,GA,2008
246LV,SOUTHWEST AIRLINES CO,1384404,TX,2006
246NN,AMERICAN AIRLINES INC,3260415,TX,2016
24702,UNITED AIRLINES INC,13844BY,IL,1998
24706,UNITED AIRLINES INC,13844BY,IL,1998
24715,UNITED AIRLINES INC,13844BY,IL,1998
24729,UNITED AIRLINES INC,13844BY,IL,1999
24736,UNITED AIRLINES INC,13844BY,IL,1999
247AK,ALASKA AIRLINES INC,13848CE,WA,2016
247NN,AMERICAN AIRLINES INC,3260410,TX,2016
247WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
248AK,ALASKA AIRLINES INC,13848CE,WA,2016
248NN,AMERICAN AIRLINES INC,3260415,TX,2017
248WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
24972,UNITED AIRLINES INC,1385609,IL,2018
24973,UNITED AIRLINES INC,1385609,IL,2018
24974,UNITED AIRLINES INC,1385609,IL,2018
24976,UNITED AIRLINES INC,1385609,IL,2020
24979,UNITED AIRLINES INC,1385609,IL,2020
24980,UNITED AIRLINES INC,1385609,IL,2020
24988,UNITED AIRLINES INC,1385609,IL,2024
24990,UNITED AIRLINES INC,1385609,IL,2024
24993,UNITED AIRLINES INC,1385609,IL,2025
249NN,AMERICAN AIRLINES INC,3260415,TX,2017
249WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
250NN,AMERICAN AIRLINES INC,3260415,TX,2017
250WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
25134,UNITED AIRLINES INC,3260214,IL,2003
251AK,ALASKA AIRLINES INC,13848CE,WA,
251M,HAWAIIAN AIRLINES INC,1200202,HI,1929
251NN,AMERICAN AIRLINES INC,3260415,TX,2017
251WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
25201,UNITED AIRLINES INC,13844BZ,IL,1999
252NN,AMERICAN AIRLINES INC,3260415,TX,2017
252WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
2534U,UNITED AIRLINES INC,1385256,IL,2017
253AK,ALASKA AIRLINES INC,13848CE,WA,2016
253NN,AMERICAN AIRLINES INC,3260415,TX,2017
253WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
254NN,AMERICAN AIRLINES INC,3260415,TX,2017
254WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
255NN,AMERICAN AIRLINES INC,3260415,TX,2017
255WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
256NN,AMERICAN AIRLINES INC,3260415,TX,2017
256WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
25705,UNITED AIRLINES INC,13844BY,IL,1998
257NN,AMERICAN AIRLINES INC,3260410,TX,2017
257WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
258NN,AMERICAN AIRLINES INC,3260410,TX,2017
258WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
25982,UNITED AIRLINES INC,1385609,IL,2020
259NN,AMERICAN AIRLINES INC,3260415,TX,2017
259WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
260AK,ALASKA AIRLINES INC,13848CE,WA,2016
260NN,AMERICAN AIRLINES INC,3260415,TX,2017
260WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
26141,UNITED AIRLINES INC,3260214,IL,2003
261NN,AMERICAN AIRLINES INC,3260415,TX,2017
261WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
26208,UNITED AIRLINES INC,13844BZ,IL,2000
26210,UNITED AIRLINES INC,13844BZ,IL,1998
26215,UNITED AIRLINES INC,13844BZ,IL,1998
26226,UNITED AIRLINES INC,13844BZ,IL,1998
26232,UNITED AIRLINES INC,13844BZ,IL,1999
262NN,AMERICAN AIRLINES INC,3260415,TX,2017
262WN,SOUTHWEST AIRLINES CO,1384404,TX,2006
2639U,UNITED AIRLINES INC,1385256,IL,2017
263AK,ALASKA AIRLINES INC,13848CE,WA,2016
263NN,AMERICAN AIRLINES INC,3260415,TX,2017
263WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
2644U,UNITED AIRLINES INC,1385256,IL,2017
2645U,UNITED AIRLINES INC,1385256,IL,2018
264AK,ALASKA AIRLINES INC,13848CE,WA,2016
264LV,SOUTHWEST AIRLINES CO,1384404,TX,2007
264NN,AMERICAN AIRLINES INC,3260415,TX,2018
265AK,ALASKA AIRLINES INC,138488H,WA,2016
265NN,AMERICAN AIRLINES INC,3260415,TX,2018
265WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
266AK,ALASKA AIRLINES INC,138488H,WA,2016
266NN,AMERICAN AIRLINES INC,3260415,TX,2018
266WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
267AK,ALASKA AIRLINES INC,138488H,WA,2017
267NN,AMERICAN AIRLINES INC,3260415,TX,2018
267WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
268AK,ALASKA AIRLINES INC,138488H,WA,2017
268NN,AMERICAN AIRLINES INC,3260415,TX,2018
268WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
26902,UNITED AIRLINES INC,1388002,IL,2012
26906,UNITED AIRLINES INC,1388002,IL,2012
26909,UNITED AIRLINES INC,1388002,IL,2014
26910,UNITED AIRLINES INC,1388002,IL,2014
26952,UNITED AIRLINES INC,1385609,IL,2015
26960,UNITED AIRLINES INC,1385609,IL,2015
26966,UNITED AIRLINES INC,1385609,IL,2016
26967,UNITED AIRLINES INC,1385609,IL,2016
26970,UNITED AIRLINES INC,1385609,IL,2017
26996,UNITED AIRLINES INC,1385609,IL,2025
269NN,AMERICAN AIRLINES INC,3260415,TX,2019
269WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
27015,UNITED AIRLINES INC,1385225,IL,2000
270AK,ALASKA AIRLINES INC,138488H,WA,2017
270NN,AMERICAN AIRLINES INC,3260415,TX,2019
27152,UNITED AIRLINES INC,3260214,IL,2003
27190,UNITED AIRLINES INC,3260214,IL,2005
271LV,SOUTHWEST AIRLINES CO,13844CS,TX,
271NN,AMERICAN AIRLINES INC,3260415,TX,2019
27200,UNITED AIRLINES INC,3260214,IL,2006
27205,UNITED AIRLINES INC,13844BZ,IL,2000
27213,UNITED AIRLINES INC,13844BZ,IL,1998
27239,UNITED AIRLINES INC,13844BZ,IL,1999
27246,UNITED AIRLINES INC,13844BZ,IL,1999
27267,UNITED AIRLINES INC,13844FZ,IL,2022
27268,UNITED AIRLINES INC,13844FZ,IL,2022
27269,UNITED AIRLINES INC,13844FZ,IL,2022
27270,UNITED AIRLINES INC,13844FZ,IL,2022
27271,UNITED AIRLINES INC,13844FZ,IL,2022
27273,UNITED AIRLINES INC,13844FZ,IL,2022
27274,UNITED AIRLINES INC,13844FZ,IL,2022
27276,UNITED AIRLINES INC,13844FZ,IL,2021
27277,UNITED AIRLINES INC,13844FZ,IL,2022
27283,UNITED AIRLINES INC,13844FZ,IL,2023
27287,UNITED AIRLINES INC,13844FZ,IL,2023
27290,UNITED AIRLINES INC,13844FZ,IL,2023
272AK,ALASKA AIRLINES INC,138488H,WA,2017
272NN,AMERICAN AIRLINES INC,3260415,TX,2019
272PQ,DELTA AIR LINES INC,1390016,GA,2013
272WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
27334,UNITED AIRLINES INC,13844FZ,IL,2023
27366,UNITED AIRLINES INC,13845FZ,IL,2025
2737U,UNITED AIRLINES INC,1385256,IL,2017
273AK,ALASKA AIRLINES INC,138488H,WA,2017
273NN,AMERICAN AIRLINES INC,3260415,TX,2019
273WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
27419,UNITED AIRLINES INC,138470A,IL,2025
27421,UNITED AIRLINES INC,13848A3,IL,2008
27439,UNITED AIRLINES INC,138470A,IL,2026
27477,UNITED AIRLINES INC,13848A3,IL,2013
2747U,UNITED AIRLINES INC,1385256,IL,2018
2748U,UNITED AIRLINES INC,1385256,IL,2018
2749U,UNITED AIRLINES INC,1385256,IL,2019
274AK,ALASKA AIRLINES INC,138488H,WA,2017
274NN,AMERICAN AIRLINES INC,3260415,TX,2019
274WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
27503,UNITED AIRLINES INC,138469A,IL,2018
27509,UNITED AIRLINES INC,138469A,IL,2018
27511,UNITED AIRLINES INC,138469A,IL,2018
27539,UNITED AIRLINES INC,138469A,IL,2022
27546,UNITED AIRLINES INC,138469A,IL,2022
27568,UNITED AIRLINES INC,138470A,IL,2023
275AK,ALASKA AIRLINES INC,138488H,WA,2017
275NN,AMERICAN AIRLINES INC,3260415,TX,2019
275WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
276NN,AMERICAN AIRLINES INC,3260415,TX,2019
276WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
27722,UNITED AIRLINES INC,13844BY,IL,1999
27724,UNITED AIRLINES INC,13844BY,IL,1999
27733,UNITED AIRLINES INC,13844BY,IL,1999
27734,UNITED AIRLINES INC,13844BY,IL,1999
277AK,ALASKA AIRLINES INC,138488H,WA,2017
277NN,AMERICAN AIRLINES INC,3260415,TX,2019
277WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
278AK,ALASKA AIRLINES INC,138488H,WA,2017
278NN,AMERICAN AIRLINES INC,3260415,TX,2019
278WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
27901,UNITED AIRLINES INC,1388002,IL,2012
27903,UNITED AIRLINES INC,1388002,IL,2012
27908,UNITED AIRLINES INC,1388002,IL,2013
27957,UNITED AIRLINES INC,1385609,IL,2015
27958,UNITED AIRLINES INC,1385609,IL,2015
27959,UNITED AIRLINES INC,1385609,IL,2015
27964,UNITED AIRLINES INC,1385609,IL,2016
27965,UNITED AIRLINES INC,1385609,IL,2016
27997,UNITED AIRLINES INC,1385609,IL,2025
279MQ,AMERICAN AIRLINES INC,3260415,TX,2019
279PQ,DELTA AIR LINES INC,1390016,GA,2013
279WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
280AK,ALASKA AIRLINES INC,138488H,WA,2017
280NN,AMERICAN AIRLINES INC,3260415,TX,2019
280WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
281AK,ALASKA AIRLINES INC,138488H,WA,2017
281NN,AMERICAN AIRLINES INC,3260415,TX,2019
281WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
282AK,ALASKA AIRLINES INC,138488H,WA,2017
282NN,AMERICAN AIRLINES INC,3260415,TX,2019
282WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
28341,DELTA AIR LINES INC,3021424,GA,1940
283AK,ALASKA AIRLINES INC,138488H,WA,2017
283NN,AMERICAN AIRLINES INC,3260415,TX,2019
283WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
28457,UNITED AIRLINES INC,13848A3,IL,2012
2846U,UNITED AIRLINES INC,1385256,IL,2018
28478,UNITED AIRLINES INC,13848A3,IL,2013
284AK,ALASKA AIRLINES INC,138488H,WA,2017
284JN,AMERICAN AIRLINES INC,3260415,TX,2019
284WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
285AK,ALASKA AIRLINES INC,138488H,WA,2018
285NN,AMERICAN AIRLINES INC,3260415,TX,2019
285WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
286NN,AMERICAN AIRLINES INC,3260415,TX,2019
286WN,SOUTHWEST AIRLINES CO,1384404,TX,2004
287AK,ALASKA AIRLINES INC,138488H,WA,2018
287NN,AMERICAN AIRLINES INC,3260415,TX,2019
287WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
288AK,ALASKA AIRLINES INC,138488H,WA,2018
288NN,AMERICAN AIRLINES INC,3260415,TX,2019
288WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
28912,UNITED AIRLINES INC,1388002,IL,2014
28987,UNITED AIRLINES INC,1385609,IL,2021
289CT,SOUTHWEST AIRLINES CO,1384404,TX,2007
289MW,AMERICAN AIRLINES INC,3260415,TX,2019
290AK,ALASKA AIRLINES INC,138488H,WA,2018
290NN,AMERICAN AIRLINES INC,3260988,TX,2020
290WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
29124,UNITED AIRLINES INC,1384958,IL,1998
29129,UNITED AIRLINES INC,1384958,IL,1998
291BT,ALASKA AIRLINES INC,138469A,WA,2021
291NN,AMERICAN AIRLINES INC,3260988,TX,2020
291WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
292AK,ALASKA AIRLINES INC,138488H,WA,2018
292NN,AMERICAN AIRLINES INC,3260988,TX,2020
292PQ,DELTA AIR LINES INC,1390016,GA,2013
292WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
293AK,ALASKA AIRLINES INC,138488H,WA,2018
293NN,AMERICAN AIRLINES INC,3260988,TX,
293PQ,DELTA AIR LINES INC,1390016,GA,2013
293WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
294AK,ALASKA AIRLINES INC,138488H,WA,2018
294PQ,DELTA AIR LINES INC,1390016,GA,2013
294WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
295PQ,DELTA AIR LINES INC,1390016,GA,2013
295WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
296AK,ALASKA AIRLINES INC,138488H,WA,2018
296PQ,DELTA AIR LINES INC,1390016,GA,2013
296WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
29717,UNITED AIRLINES INC,13844BY,IL,1999
297AK,ALASKA AIRLINES INC,138488H,WA,2019
297PQ,DELTA AIR LINES INC,1390016,GA,2013
297WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
298AK,ALASKA AIRLINES INC,138488H,WA,2019
298FR,AMERICAN AIRLINES INC,3260988,TX,2020
298PQ,DELTA AIR LINES INC,1390016,GA,2013
298WN,SOUTHWEST AIRLINES CO,1384404,TX,2007
29907,UNITED AIRLINES INC,1388002,IL,2013
29961,UNITED AIRLINES INC,1385609,IL,2015
29968,UNITED AIRLINES INC,1385609,IL,2016
29971,UNITED AIRLINES INC,1385609,IL,2017
29975,UNITED AIRLINES INC,1385609,IL,2020
29977,UNITED AIRLINES INC,1385609,IL,2020
29978,UNITED AIRLINES INC,1385609,IL,2020
29981,UNITED AIRLINES INC,1385609,IL,2020
29984,UNITED AIRLINES INC,1385609,IL,2020
29989,UNITED AIRLINES INC,1385609,IL,2024
29991,UNITED AIRLINES INC,1385609,IL,2025
299JJ,AMERICAN AIRLINES INC,3260988,TX,2020
299PQ,DELTA AIR LINES INC,1390016,GA,2013
299WN,SOUTHWEST AIRLINES CO,1384404,TX,
300LK,AMERICAN AIRLINES INC,3260988,TX,2020
300PQ,DELTA AIR LINES INC,1390016,GA,2013
300UB,AMERICAN AIRLINES INC,13845FZ,TX,2025
3014R,AMERICAN AIRLINES INC,3940034,TX,2013
301DU,DELTA AIR LINES INC,1400015,GA,2021
301DV,DELTA AIR LINES INC,3940028,GA,2016
301NB,DELTA AIR LINES INC,3930350,GA,1999
301NW,AMERICAN AIRLINES INC,1384414,TX,2016
301PA,AMERICAN AIRLINES INC,1384414,TX,2016
301PQ,DELTA AIR LINES INC,1390016,GA,2013
301UC,AMERICAN AIRLINES INC,13845FZ,TX,2025
302DN,DELTA AIR LINES INC,3940028,GA,2016
302DU,DELTA AIR LINES INC,1400015,GA,
302NB,DELTA AIR LINES INC,3930350,GA,1999
302RN,AMERICAN AIRLINES INC,3260988,TX,2022
302UD,AMERICAN AIRLINES INC,13845FZ,TX,2025
302US,AMERICAN AIRLINES INC,13845FZ,TX,2025
303DD,AMERICAN AIRLINES INC,3260415,TX,2022
303DN,DELTA AIR LINES INC,3940028,GA,2016
303DU,DELTA AIR LINES INC,1400015,GA,2020
303NY,AMERICAN AIRLINES INC,3940899,TX,2025
303PQ,DELTA AIR LINES INC,1390016,GA,2014
303RE,AMERICAN AIRLINES INC,13844FZ,TX,2018
303RG,AMERICAN AIRLINES INC,13844FZ,TX,2018
303UE,AMERICAN AIRLINES INC,13845FZ,TX,2025
30401,UNITED AIRLINES INC,13848A1,IL,2001
304DN,DELTA AIR LINES INC,3940028,GA,2016
304DU,DELTA AIR LINES INC,1400015,GA,2020
304KM,AMERICAN AIRLINES INC,3260415,TX,2022
304PQ,DELTA AIR LINES INC,1390016,GA,2014
304RB,AMERICAN AIRLINES INC,13844FZ,TX,2017
304UF,AMERICAN AIRLINES INC,13845FZ,TX,2025
305CL,AMERICAN AIRLINES INC,3260415,TX,2022
305DN,DELTA AIR LINES INC,3940028,GA,2016
305DU,DELTA AIR LINES INC,1400015,GA,2020
305NX,AMERICAN AIRLINES INC,1384414,TX,2016
305NY,AMERICAN AIRLINES INC,3940899,TX,2025
305PQ,DELTA AIR LINES INC,1390016,GA,2014
305UG,AMERICAN AIRLINES INC,13845FZ,TX,2025
306DD,AMERICAN AIRLINES INC,3260988,TX,2020
306DN,DELTA AIR LINES INC,3940028,GA,2016
306DU,DELTA AIR LINES INC,1400015,GA,2020
306NY,AMERICAN AIRLINES INC,1384414,TX,2016
306PB,AMERICAN AIRLINES INC,1384414,TX,2017
306PQ,DELTA AIR LINES INC,1390016,GA,2014
306RC,AMERICAN AIRLINES INC,13844FZ,TX,2017
306UH,AMERICAN AIRLINES INC,13845FZ,TX,2025
307DU,DELTA AIR LINES INC,1400015,GA,
307DX,DELTA AIR LINES INC,3940028,GA,2016
307LH,AMERICAN AIRLINES INC,3260988,TX,2021
307PQ,DELTA AIR LINES INC,1390016,GA,2014
307TA,AMERICAN AIRLINES INC,13844FZ,TX,2023
307UJ,AMERICAN AIRLINES INC,13845FZ,TX,2025
308DU,DELTA AIR LINES INC,1400015,GA,2021
308LD,AMERICAN AIRLINES INC,3260988,TX,2021
308PQ,DELTA AIR LINES INC,1390016,GA,2014
308RD,AMERICAN AIRLINES INC,13844FZ,TX,2017
308TB,AMERICAN AIRLINES INC,13844FZ,TX,2023
308UK,AMERICAN AIRLINES INC,13845FZ,TX,2025
30913,UNITED AIRLINES INC,1388002,IL,2014
309DE,DELTA AIR LINES INC,1384541,GA,2009
309DU,DELTA AIR LINES INC,1400015,GA,2021
309JR,AMERICAN AIRLINES INC,3260988,TX,2021
309PC,AMERICAN AIRLINES INC,1384414,TX,2017
309PQ,DELTA AIR LINES INC,1390016,GA,2014
309UL,AMERICAN AIRLINES INC,13845FZ,TX,2025
310DE,DELTA AIR LINES INC,1384541,GA,2009
310DU,DELTA AIR LINES INC,1400015,GA,2021
310JZ,AMERICAN AIRLINES INC,3260988,TX,2021
310PQ,DELTA AIR LINES INC,1390016,GA,2014
310RF,AMERICAN AIRLINES INC,13844FZ,TX,2018
310UM,AMERICAN AIRLINES INC,13845FZ,TX,2025
31131,UNITED AIRLINES INC,3260214,IL,2003
311DU,DELTA AIR LINES INC,1400015,GA,2022
311PQ,DELTA AIR LINES INC,1390016,GA,2014
311UN,AMERICAN AIRLINES INC,13845FZ,TX,2025
311VE,AMERICAN AIRLINES INC,3260415,TX,2023
312BT,AMERICAN AIRLINES INC,3260988,TX,2021
312DU,DELTA AIR LINES INC,1400015,GA,2022
